id	proactive	emot_intel	sjt	work_samp	str_int	consc	cog_flex	work_exp	degree	job_perf	citizenship	promotion	high_potential	wrok_exp
487	59	45	49	48	49	60	46	2-5	Bachelor	45	48	No	No	2-5
488	58	48	50	51	51	52	44	0-1	Bachelor	47	51	No	No	0-1
489	53	43	44	44	47	47	43	0-1	Associate	38	25	No	No	0-1
490	56	49	44	43	50	52	44	0-1	Associate	44	53	No	No	0-1
491	50	39	44	47	42	58	42	6-10	Associate	40	36	No	No	6-10
492	50	46	51	49	47	49	40	6-10	Associate	53	52	No	No	6-10
493	55	49	45	44	42	49	40	6-10	None	50	35	No	No	6-10
494	51	45	45	45	45	46	43	0-1	Master	40	44	No	No	0-1
495	44	40	40	41	42	43	40	0-1	Associate	28	33	No	No	0-1
497	52	42	49	43	42	41	47	0-1	Bachelor	42	35	No	No	0-1
498	49	38	43	46	44	50	36	0-1	None	25	32	No	No	0-1
499	55	45	48	50	49	53	46	0-1	None	47	45	No	No	0-1
502	49	49	38	36	50	43	48	0-1	Associate	40	35	No	No	0-1
503	49	41	44	46	45	50	49	6-10	Bachelor	52	46	No	Yes	6-10
504	55	44	45	44	50	51	45	0-1	None	33	39	No	No	0-1
506	51	50	51	46	49	57	51	0-1	None	42	50	Yes	Yes	0-1
507	51	52	46	43	50	49	50	2-5	Associate	46	47	Yes	No	2-5
509	54	52	54	50	50	50	48	2-5	None	51	45	No	No	2-5
512	62	50	48	47	53	55	55	0-1	Bachelor	54	54	No	Yes	0-1
515	58	45	48	50	53	52	46	2-5	Doctorate	49	49	Yes	No	2-5
516	50	42	44	49	42	56	43	6-10	Associate	41	46	No	No	6-10
518	54	49	46	42	55	55	51	6-10	Associate	53	42	No	No	6-10
519	57	52	49	49	53	54	46	2-5	Associate	55	52	No	No	2-5
520	51	45	48	45	48	48	46	6-10	Bachelor	49	49	No	No	6-10
521	56	42	44	46	48	53	43	0-1	Bachelor	44	38	No	No	0-1
522	54	51	51	48	49	51	47	2-5	Bachelor	48	46	No	No	2-5
523	53	45	49	47	44	50	45	2-5	Bachelor	48	51	No	No	2-5
524	51	48	48	44	52	49	46	2-5	Bachelor	32	43	No	No	2-5
525	51	41	42	45	40	51	41	0-1	Associate	31	36	No	No	0-1
526	55	46	49	45	44	47	38	0-1	None	41	37	No	No	0-1
527	56	47	51	50	48	52	48	2-5	Bachelor	53	46	No	Yes	2-5
528	52	45	45	38	47	55	36	2-5	None	34	33	No	No	2-5
529	55	44	51	44	48	52	45	0-1	Bachelor	41	47	No	Yes	0-1
533	50	49	47	47	44	48	48	0-1	Bachelor	44	40	No	No	0-1
534	53	49	44	46	46	57	46	6-10	Bachelor	52	41	No	No	6-10
535	50	45	50	47	48	44	48	0-1	Associate	39	38	No	No	0-1
536	53	49	49	47	54	50	53	2-5	Bachelor	44	38	No	No	2-5
537	56	48	50	43	47	49	42	0-1	None	49	41	Yes	Yes	0-1
538	49	48	47	49	43	48	46	0-1	Bachelor	51	40	No	No	0-1
539	55	47	47	48	52	56	53	6-10	Bachelor	56	45	No	Yes	6-10
540	46	44	45	49	45	44	42	0-1	None	35	38	No	No	0-1
542	55	50	51	48	51	52	42	6-10	None	53	48	No	No	6-10
543	48	46	47	42	46	45	46	0-1	Bachelor	38	39	No	No	0-1
544	49	40	40	44	47	51	41	0-1	None	31	36	No	No	0-1
545	53	49	47	50	44	51	45	0-1	None	42	43	No	No	0-1
547	52	44	46	46	47	48	41	0-1	None	44	31	No	No	0-1
548	51	45	50	47	46	52	41	2-5	None	35	46	No	No	2-5
549	54	56	52	43	52	48	43	2-5	None	52	45	No	No	2-5
550	52	46	49	47	48	51	50	2-5	Bachelor	46	49	Yes	No	2-5
552	54	53	51	46	51	56	47	2-5	Bachelor	53	46	No	Yes	2-5
554	50	43	46	45	54	56	56	2-5	Associate	46	50	No	No	2-5
555	53	50	51	48	51	48	47	0-1	Associate	44	51	No	No	0-1
556	55	48	51	46	49	52	43	2-5	None	47	45	Yes	No	2-5
557	52	49	52	48	49	51	53	0-1	None	50	58	No	Yes	0-1
559	53	45	50	49	49	56	45	2-5	Associate	34	45	No	No	2-5
560	51	43	38	42	47	50	43	2-5	None	42	30	No	No	2-5
561	55	47	51	56	52	56	52	2-5	Bachelor	57	59	No	No	2-5
562	50	41	46	48	48	57	44	0-1	Bachelor	33	51	No	No	0-1
566	53	52	51	45	51	60	48	2-5	Associate	55	45	No	No	2-5
569	53	46	45	46	49	55	54	2-5	Bachelor	48	53	No	No	2-5
571	54	52	53	44	55	53	48	2-5	Bachelor	57	53	No	Yes	2-5
572	51	45	50	48	45	50	49	2-5	Master	41	49	No	No	2-5
573	56	45	46	47	51	56	49	0-1	Master	51	43	No	No	0-1
574	56	46	49	47	47	55	46	6-10	Bachelor	57	53	No	Yes	6-10
575	52	44	48	44	43	53	41	0-1	None	36	35	No	No	0-1
576	58	47	52	48	48	50	41	2-5	None	43	44	No	No	2-5
577	49	42	46	47	42	50	37	6-10	None	42	43	No	Yes	6-10
578	52	43	53	47	56	48	48	6-10	Master	44	39	No	No	6-10
580	51	45	42	46	46	55	46	2-5	None	47	42	Yes	No	2-5
581	54	46	45	46	48	51	48	0-1	Bachelor	48	34	No	No	0-1
583	47	50	40	43	44	50	47	2-5	Bachelor	37	56	No	No	2-5
585	50	42	43	47	48	54	47	2-5	Bachelor	43	30	No	No	2-5
586	55	46	51	51	52	58	51	2-5	Bachelor	53	42	No	No	2-5
587	50	50	44	42	49	54	46	11+	Associate	51	51	No	Yes	11+
589	44	39	43	39	42	48	44	0-1	Bachelor	35	38	No	No	0-1
591	56	52	52	44	54	45	53	0-1	Bachelor	47	42	No	Yes	0-1
592	54	47	50	44	48	46	48	2-5	Associate	34	47	No	No	2-5
593	50	49	45	42	52	52	46	6-10	Bachelor	49	41	No	No	6-10
594	54	43	45	48	44	49	41	0-1	None	39	37	No	No	0-1
595	55	44	51	48	49	51	45	2-5	Bachelor	42	46	No	No	2-5
596	52	47	50	42	46	49	40	2-5	Associate	46	37	No	No	2-5
597	57	53	50	43	51	47	53	2-5	Bachelor	50	53	No	No	2-5
598	56	47	44	47	48	58	41	2-5	None	46	44	No	Yes	2-5
599	48	43	47	36	45	43	42	6-10	None	35	51	No	No	6-10
600	47	46	46	39	44	49	43	0-1	Bachelor	43	45	Yes	No	0-1
601	59	53	50	43	57	52	47	6-10	None	57	60	No	Yes	6-10
602	50	41	47	40	48	47	43	0-1	Bachelor	42	41	Yes	No	0-1
603	50	43	40	39	46	50	40	2-5	None	36	38	No	No	2-5
604	55	46	48	43	48	49	42	6-10	Associate	39	40	No	No	6-10
605	58	49	51	53	49	56	45	2-5	Bachelor	55	47	No	Yes	2-5
606	51	43	44	45	44	58	38	6-10	Associate	44	37	No	No	6-10
609	49	40	43	42	46	48	53	0-1	Associate	36	41	No	No	0-1
610	54	46	41	47	48	52	48	6-10	Bachelor	54	45	No	No	6-10
611	44	44	43	42	45	46	50	0-1	None	37	38	No	No	0-1
613	53	46	48	46	50	48	46	2-5	Bachelor	38	41	No	No	2-5
614	56	52	49	49	47	54	44	0-1	Master	42	46	No	Yes	0-1
615	53	49	49	43	52	50	51	6-10	Bachelor	43	52	No	No	6-10
616	53	44	49	47	50	57	50	6-10	Bachelor	61	48	No	No	6-10
617	54	51	50	44	48	45	46	0-1	Bachelor	48	39	No	No	0-1
619	51	52	48	44	45	49	53	0-1	Associate	41	45	No	No	0-1
621	47	43	46	48	46	54	42	0-1	None	40	39	No	No	0-1
623	48	44	45	44	47	51	50	6-10	Associate	45	38	No	No	6-10
624	51	44	45	46	45	58	38	2-5	None	46	32	No	No	2-5
625	53	46	45	43	51	47	46	0-1	Bachelor	36	50	No	No	0-1
626	58	53	46	45	55	56	43	6-10	Bachelor	56	53	Yes	Yes	6-10
627	52	44	44	45	48	56	50	11+	Bachelor	53	42	No	No	11+
628	52	50	48	48	48	59	45	2-5	Bachelor	56	49	No	Yes	2-5
629	51	42	44	46	43	57	50	2-5	Associate	45	40	No	No	2-5
630	56	49	57	48	50	50	50	2-5	Bachelor	40	55	No	No	2-5
631	58	51	47	47	53	53	49	6-10	Bachelor	59	58	No	Yes	6-10
632	52	42	47	45	52	57	49	6-10	None	41	43	No	No	6-10
633	48	39	40	43	40	54	42	2-5	None	37	35	No	No	2-5
634	49	43	48	39	45	41	37	0-1	None	37	30	No	No	0-1
635	51	47	49	44	46	53	41	0-1	None	52	42	No	No	0-1
636	49	48	49	47	45	57	42	6-10	None	53	47	No	No	6-10
637	58	50	52	47	52	54	49	2-5	Bachelor	50	54	No	No	2-5
638	49	48	50	49	47	53	46	0-1	Bachelor	55	45	No	Yes	0-1
639	47	48	48	42	50	52	44	2-5	Bachelor	57	41	No	No	2-5
641	57	51	55	49	48	55	42	2-5	Associate	58	49	No	No	2-5
642	56	47	53	49	47	49	40	2-5	Bachelor	48	45	Yes	Yes	2-5
643	44	39	44	42	43	49	40	0-1	None	39	26	No	No	0-1
645	48	39	45	44	43	47	44	0-1	Bachelor	46	42	No	No	0-1
646	55	43	45	44	48	48	40	2-5	None	41	43	No	No	2-5
647	51	43	41	42	45	51	41	0-1	Associate	39	29	No	No	0-1
648	55	43	45	40	45	47	38	2-5	None	43	38	No	No	2-5
649	46	42	44	41	44	51	41	2-5	Associate	34	40	No	No	2-5
650	54	47	48	47	48	50	48	6-10	Bachelor	45	51	No	No	6-10
651	55	49	55	53	48	56	49	2-5	Master	58	50	No	Yes	2-5
652	54	52	51	49	54	55	49	11+	Associate	48	54	No	No	11+
653	53	49	52	46	49	53	49	2-5	Bachelor	44	46	Yes	No	2-5
655	51	41	44	40	48	46	43	2-5	Bachelor	32	42	No	No	2-5
656	50	46	46	41	45	50	41	0-1	Associate	45	43	No	No	0-1
659	55	47	43	51	49	56	43	0-1	Associate	40	44	No	No	0-1
660	49	47	49	44	48	46	46	0-1	Bachelor	45	38	No	No	0-1
661	51	48	46	43	50	48	49	0-1	None	48	37	No	No	0-1
662	57	52	53	51	52	56	49	2-5	Bachelor	57	50	No	No	2-5
663	44	41	41	41	38	51	39	0-1	None	29	28	No	Yes	0-1
665	53	41	44	48	54	52	45	0-1	Bachelor	38	27	No	No	0-1
666	58	46	47	48	52	55	45	2-5	Bachelor	48	48	No	Yes	2-5
668	57	43	51	50	53	59	49	6-10	Associate	53	57	Yes	Yes	6-10
669	55	48	46	44	47	52	45	6-10	Associate	57	52	Yes	Yes	6-10
670	54	44	50	47	47	53	43	0-1	None	32	44	No	No	0-1
672	54	43	45	48	45	57	45	2-5	Bachelor	39	51	No	No	2-5
674	58	49	52	45	57	49	47	2-5	Bachelor	53	46	No	Yes	2-5
675	52	52	48	48	47	56	55	2-5	Associate	60	44	No	No	2-5
676	48	42	46	43	42	46	35	0-1	None	40	40	No	No	0-1
678	55	49	49	49	47	56	44	11+	None	54	47	No	Yes	11+
679	57	51	54	51	51	53	51	2-5	Bachelor	59	51	Yes	Yes	2-5
680	62	53	56	54	54	61	43	11+	Bachelor	56	60	No	Yes	11+
681	51	43	45	43	50	51	43	0-1	None	36	39	No	No	0-1
682	47	34	39	43	40	47	42	2-5	Associate	41	44	No	No	2-5
683	53	49	45	39	52	47	42	0-1	None	37	38	No	No	0-1
684	48	43	44	48	45	51	38	0-1	Associate	35	42	No	No	0-1
686	46	44	46	46	46	52	47	6-10	Bachelor	41	31	No	No	6-10
692	57	53	51	42	53	46	48	2-5	None	43	42	Yes	No	2-5
694	52	44	50	48	43	53	38	2-5	None	27	38	No	No	2-5
696	59	45	51	50	48	54	48	0-1	Bachelor	41	51	No	No	0-1
698	53	49	45	42	47	48	44	2-5	Bachelor	51	39	No	No	2-5
700	50	45	45	44	47	50	48	2-5	None	38	42	No	No	2-5
701	51	44	43	43	47	51	38	0-1	None	51	41	No	No	0-1
702	56	45	47	51	50	55	47	0-1	Associate	53	42	No	No	0-1
703	53	51	45	41	51	43	47	2-5	Bachelor	44	44	No	No	2-5
704	49	50	46	45	47	53	44	6-10	Associate	60	39	No	No	6-10
705	52	48	55	48	52	50	51	2-5	Bachelor	38	52	No	No	2-5
706	56	46	45	45	49	46	44	0-1	Bachelor	36	42	No	No	0-1
707	51	50	48	42	51	40	44	0-1	Bachelor	38	32	No	No	0-1
708	61	53	56	53	60	57	48	6-10	None	61	60	No	Yes	6-10
709	55	49	45	47	48	53	45	0-1	Bachelor	56	46	No	Yes	0-1
713	47	43	51	42	50	47	47	0-1	Bachelor	37	47	No	No	0-1
714	54	47	47	48	50	55	50	6-10	Bachelor	49	42	No	No	6-10
716	53	50	45	46	46	54	42	6-10	None	48	42	No	No	6-10
717	54	47	47	50	48	49	51	2-5	Associate	53	47	No	No	2-5
719	58	45	47	49	52	51	47	2-5	Bachelor	40	47	No	No	2-5
720	57	50	53	44	56	49	47	2-5	Associate	45	56	No	No	2-5
721	51	43	42	41	46	50	41	0-1	Associate	29	43	No	No	0-1
722	59	51	50	49	51	52	41	0-1	None	47	54	No	No	0-1
723	55	43	44	44	52	56	47	2-5	Bachelor	47	54	No	No	2-5
724	46	43	42	42	45	44	46	2-5	Bachelor	32	31	No	No	2-5
725	55	45	45	47	51	54	46	6-10	Bachelor	51	46	No	Yes	6-10
726	58	51	54	50	54	48	54	0-1	Bachelor	52	61	Yes	Yes	0-1
728	52	46	48	50	46	48	38	0-1	None	44	46	No	No	0-1
730	51	51	54	48	49	50	53	0-1	Bachelor	49	47	No	No	0-1
732	56	50	47	41	49	50	43	2-5	None	40	47	No	No	2-5
735	47	42	40	41	46	46	39	6-10	Associate	31	30	No	No	6-10
736	54	50	48	46	49	51	44	0-1	Bachelor	46	48	No	Yes	0-1
737	49	48	47	44	50	52	50	2-5	Bachelor	43	46	No	No	2-5
739	50	50	47	44	44	45	46	0-1	Associate	34	38	No	No	0-1
740	49	39	47	47	47	47	43	0-1	Bachelor	44	34	No	No	0-1
741	53	47	50	46	48	46	46	0-1	Bachelor	43	39	No	No	0-1
742	46	43	43	44	41	49	42	2-5	None	36	38	No	No	2-5
743	50	41	42	45	49	50	47	6-10	Associate	53	32	No	No	6-10
745	58	47	49	47	48	53	40	2-5	Associate	49	47	Yes	Yes	2-5
746	54	44	44	44	50	50	47	2-5	Bachelor	40	39	No	No	2-5
747	54	50	53	47	56	51	42	0-1	None	42	40	No	No	0-1
748	46	43	46	46	40	50	41	2-5	None	37	44	No	No	2-5
750	56	49	49	48	55	57	54	2-5	None	51	45	No	No	2-5
751	53	52	48	43	51	49	47	11+	Bachelor	54	51	No	No	11+
752	52	48	40	46	50	56	42	2-5	None	39	42	No	No	2-5
753	55	50	51	51	48	58	43	0-1	None	46	52	No	No	0-1
756	54	49	47	48	49	59	51	6-10	None	52	56	No	No	6-10
759	54	46	44	45	53	53	42	2-5	None	44	43	No	No	2-5
760	52	45	46	54	54	57	53	6-10	Bachelor	53	39	No	No	6-10
761	53	42	49	46	44	51	43	2-5	None	45	39	No	No	2-5
766	55	47	49	42	50	49	42	2-5	None	40	50	No	No	2-5
767	55	50	57	50	49	51	48	0-1	Bachelor	57	51	No	Yes	0-1
769	47	43	49	39	44	53	46	0-1	Bachelor	40	46	No	No	0-1
770	44	43	44	42	43	43	37	0-1	None	36	30	No	No	0-1
771	57	46	51	41	51	52	50	0-1	None	43	51	No	No	0-1
772	52	42	44	40	47	54	44	2-5	None	42	42	No	No	2-5
773	49	43	43	44	48	51	52	2-5	Bachelor	47	38	No	No	2-5
774	57	50	51	51	53	51	52	2-5	Master	61	56	No	No	2-5
775	53	50	52	50	49	57	49	2-5	Bachelor	52	44	No	No	2-5
776	51	46	48	50	49	60	44	6-10	Bachelor	56	53	Yes	Yes	6-10
777	51	52	47	50	50	54	52	11+	Bachelor	50	50	No	Yes	11+
778	53	46	45	42	51	48	49	0-1	Bachelor	39	40	No	No	0-1
779	51	45	48	43	47	52	46	0-1	Bachelor	44	49	No	Yes	0-1
781	53	48	47	43	44	44	44	2-5	Associate	36	42	No	No	2-5
782	54	37	38	44	44	51	38	0-1	None	33	36	No	No	0-1
783	55	50	51	49	49	51	50	0-1	Bachelor	55	45	No	No	0-1
785	53	42	45	45	46	52	40	2-5	Associate	36	46	No	No	2-5
786	56	50	48	48	51	57	47	6-10	Bachelor	56	54	No	Yes	6-10
787	49	50	46	41	41	44	37	0-1	None	27	36	No	No	0-1
788	50	48	49	40	42	46	38	0-1	None	34	32	No	No	0-1
789	49	44	43	39	44	46	42	0-1	Associate	41	38	No	No	0-1
790	53	43	48	47	47	45	44	0-1	Bachelor	29	34	No	No	0-1
791	52	44	46	49	47	55	50	2-5	Bachelor	42	45	No	No	2-5
792	52	43	45	42	46	51	43	6-10	None	48	32	No	No	6-10
793	54	44	48	49	54	53	51	6-10	Bachelor	46	43	No	Yes	6-10
794	53	51	48	48	50	41	51	0-1	Bachelor	43	44	No	Yes	0-1
795	52	40	41	38	47	48	46	0-1	Associate	22	37	No	No	0-1
796	58	53	51	48	56	55	47	6-10	Bachelor	51	52	No	Yes	6-10
797	56	51	53	50	50	52	51	0-1	Bachelor	53	50	No	Yes	0-1
798	50	43	47	39	42	48	38	2-5	None	28	34	No	Yes	2-5
799	59	53	53	48	52	56	42	11+	None	52	59	Yes	No	11+
801	53	48	51	46	50	54	48	6-10	Bachelor	48	49	No	No	6-10
802	55	40	45	42	45	43	42	0-1	None	32	30	No	No	0-1
803	53	47	50	48	47	53	45	0-1	Bachelor	50	50	No	Yes	0-1
804	50	48	50	47	48	46	51	0-1	Bachelor	43	43	Yes	No	0-1
805	54	45	42	45	47	50	48	2-5	Associate	46	39	No	No	2-5
806	54	46	43	44	47	51	52	0-1	Bachelor	44	43	Yes	No	0-1
807	51	46	46	41	50	51	47	2-5	Bachelor	40	52	No	No	2-5
808	58	45	51	50	49	50	47	0-1	Bachelor	57	45	No	Yes	0-1
810	48	43	41	44	46	55	42	6-10	Bachelor	45	36	No	No	6-10
813	56	50	46	49	51	62	43	0-1	None	58	53	Yes	No	0-1
815	52	43	50	44	46	51	46	2-5	Associate	41	39	No	No	2-5
816	49	45	41	40	44	41	43	0-1	None	28	30	No	No	0-1
817	48	46	47	49	47	55	44	2-5	Bachelor	43	44	No	Yes	2-5
818	48	43	47	41	45	48	37	2-5	None	34	35	No	Yes	2-5
819	54	47	49	47	49	52	50	2-5	None	49	40	No	No	2-5
820	48	51	47	38	55	53	46	2-5	Bachelor	37	40	No	No	2-5
821	47	38	42	43	44	47	42	2-5	Bachelor	39	42	No	No	2-5
822	53	46	47	44	47	50	39	6-10	Associate	42	39	No	No	6-10
823	52	43	45	49	46	53	41	0-1	Associate	44	38	No	No	0-1
824	50	44	44	44	46	42	43	0-1	Bachelor	40	44	No	No	0-1
826	56	51	50	43	51	57	46	11+	None	50	48	No	Yes	11+
828	50	42	45	40	48	51	41	2-5	Associate	40	44	No	No	2-5
829	55	47	52	47	48	51	38	0-1	None	42	41	No	Yes	0-1
830	46	34	40	42	40	50	39	2-5	Associate	28	33	No	No	2-5
832	55	52	47	47	49	50	41	2-5	None	56	52	No	No	2-5
833	51	49	49	46	53	47	59	0-1	Bachelor	54	47	No	Yes	0-1
834	50	40	43	41	47	54	41	6-10	Associate	45	38	No	No	6-10
835	56	51	48	46	50	51	52	6-10	None	48	49	Yes	Yes	6-10
836	48	47	48	44	50	52	47	2-5	Master	57	48	No	Yes	2-5
838	50	44	44	41	49	54	42	0-1	None	38	35	No	No	0-1
840	53	43	49	43	49	52	42	2-5	None	51	35	No	No	2-5
841	57	48	47	43	48	52	40	0-1	None	44	41	No	Yes	0-1
842	57	54	53	51	54	60	55	2-5	Bachelor	58	57	Yes	Yes	2-5
845	57	50	47	46	52	55	47	6-10	Associate	57	42	No	No	6-10
846	51	47	48	46	50	45	47	2-5	Bachelor	42	39	No	No	2-5
850	54	54	52	43	52	49	45	2-5	Bachelor	44	48	Yes	Yes	2-5
852	57	50	44	43	46	49	45	6-10	None	41	47	No	No	6-10
854	53	51	52	47	52	51	45	0-1	Bachelor	47	47	No	No	0-1
855	51	55	52	47	49	51	46	2-5	Bachelor	44	50	No	No	2-5
856	45	42	37	41	43	47	42	0-1	None	36	39	No	No	0-1
857	48	45	45	42	50	52	52	0-1	None	39	41	No	No	0-1
858	53	52	50	44	47	50	50	0-1	Associate	44	49	No	Yes	0-1
859	53	51	51	46	47	52	47	6-10	Master	56	49	No	Yes	6-10
860	52	52	53	45	47	46	47	0-1	Associate	39	50	No	No	0-1
861	50	44	41	45	44	60	40	2-5	Associate	40	40	No	No	2-5
862	55	50	43	45	50	48	48	0-1	Bachelor	55	42	No	No	0-1
863	49	48	46	41	44	49	41	2-5	Associate	42	34	No	No	2-5
864	50	44	42	42	44	50	47	0-1	Bachelor	46	49	No	Yes	0-1
865	53	49	48	44	51	52	53	6-10	Bachelor	47	43	Yes	Yes	6-10
866	57	54	51	45	55	56	46	2-5	Master	51	51	Yes	Yes	2-5
867	54	55	50	49	47	56	49	11+	Bachelor	53	51	Yes	No	11+
868	59	49	55	52	56	53	52	11+	Associate	49	48	No	Yes	11+
869	52	51	54	48	47	47	45	2-5	Bachelor	45	42	No	No	2-5
870	53	49	54	53	46	53	46	2-5	Bachelor	56	46	No	Yes	2-5
871	46	44	37	39	42	45	43	2-5	Bachelor	37	37	No	No	2-5
872	51	44	47	44	40	44	43	0-1	Bachelor	36	41	No	No	0-1
873	52	49	49	46	48	54	47	2-5	Bachelor	46	34	No	No	2-5
875	48	38	41	37	43	47	38	2-5	Associate	27	41	No	No	2-5
876	58	55	48	44	53	55	47	6-10	None	57	53	Yes	Yes	6-10
877	58	47	55	52	55	54	46	6-10	Bachelor	60	56	No	No	6-10
878	44	44	42	40	41	44	45	0-1	Bachelor	40	27	No	No	0-1
879	53	44	43	46	46	52	48	6-10	Associate	41	39	No	No	6-10
880	51	37	43	45	42	47	44	0-1	Associate	37	38	No	No	0-1
883	54	46	43	46	47	48	49	2-5	Bachelor	49	44	Yes	No	2-5
884	50	44	44	48	49	48	44	0-1	Bachelor	49	37	No	No	0-1
885	51	43	47	45	48	47	46	0-1	Associate	44	42	No	Yes	0-1
886	56	52	53	47	48	53	41	2-5	Associate	48	41	No	No	2-5
887	50	49	50	46	44	51	39	2-5	None	40	41	No	No	2-5
889	49	46	50	45	44	48	44	6-10	Bachelor	47	42	Yes	No	6-10
891	54	55	49	49	51	51	48	0-1	Associate	50	53	No	No	0-1
892	46	44	38	39	47	55	44	6-10	Bachelor	43	42	No	No	6-10
893	49	42	45	45	46	46	46	2-5	Master	48	48	No	No	2-5
895	54	49	47	48	49	52	54	0-1	Bachelor	52	43	No	No	0-1
896	53	44	47	43	42	45	36	0-1	None	37	37	No	No	0-1
897	48	43	42	41	45	55	42	6-10	Associate	39	44	No	No	6-10
898	53	50	47	51	51	54	47	0-1	Bachelor	49	42	No	No	0-1
900	52	47	42	37	52	44	43	0-1	Master	45	42	Yes	No	0-1
901	52	46	49	47	52	57	49	0-1	None	45	48	No	No	0-1
902	55	45	41	42	47	49	44	0-1	Bachelor	42	38	No	No	0-1
903	50	48	46	44	49	53	49	2-5	Bachelor	52	52	No	Yes	2-5
904	50	44	45	40	49	53	49	2-5	Master	36	45	No	No	2-5
905	54	44	48	49	50	55	47	0-1	Bachelor	47	42	No	Yes	0-1
906	51	43	41	44	46	48	42	0-1	Bachelor	46	42	No	No	0-1
909	55	45	54	48	50	50	45	0-1	Bachelor	42	44	No	Yes	0-1
912	52	48	45	43	48	52	43	0-1	Associate	41	42	Yes	Yes	0-1
914	50	45	42	40	46	47	45	0-1	Bachelor	46	36	No	No	0-1
915	55	42	46	51	51	54	46	2-5	Bachelor	48	41	No	Yes	2-5
916	47	42	42	43	47	55	45	11+	Bachelor	44	38	No	No	11+
922	51	43	45	46	47	52	45	11+	Bachelor	55	39	No	No	11+
923	53	49	47	49	46	58	45	2-5	Master	50	44	No	No	2-5
926	48	40	42	46	42	53	42	2-5	None	34	49	No	No	2-5
927	50	39	43	44	46	50	43	6-10	Associate	38	37	No	No	6-10
928	51	46	50	40	51	48	42	0-1	None	37	45	No	No	0-1
930	52	45	51	53	47	57	46	0-1	Associate	59	44	No	No	0-1
932	54	45	40	46	47	52	45	2-5	Associate	46	31	No	No	2-5
933	53	53	50	43	51	44	44	2-5	Associate	45	38	No	No	2-5
934	51	52	45	47	49	55	45	0-1	Bachelor	54	47	No	No	0-1
937	55	45	46	46	47	54	47	2-5	None	33	40	Yes	No	2-5
938	50	46	43	43	47	49	39	2-5	None	49	37	No	No	2-5
939	55	42	43	44	46	52	40	6-10	Bachelor	49	44	No	Yes	6-10
941	51	46	49	46	42	51	45	0-1	Bachelor	44	43	Yes	No	0-1
942	53	48	55	45	50	45	48	0-1	Bachelor	44	46	No	Yes	0-1
944	48	40	45	45	47	51	44	6-10	Associate	42	45	No	Yes	6-10
945	56	43	50	46	48	49	43	0-1	Bachelor	38	36	No	No	0-1
947	50	48	42	42	52	51	54	2-5	Bachelor	53	47	No	Yes	2-5
948	55	41	47	47	50	44	43	0-1	Bachelor	50	41	No	No	0-1
949	53	48	43	43	50	53	46	2-5	Bachelor	47	38	No	No	2-5
950	58	53	55	48	52	60	47	6-10	Associate	55	55	Yes	Yes	6-10
951	52	48	49	48	54	52	47	2-5	Bachelor	53	45	No	No	2-5
952	54	52	45	44	53	44	40	0-1	None	37	36	No	No	0-1
954	52	48	41	42	48	52	42	0-1	None	42	33	No	No	0-1
955	48	46	44	44	46	54	45	6-10	Bachelor	40	45	No	No	6-10
956	53	50	55	44	53	48	47	0-1	Bachelor	46	52	No	No	0-1
957	46	42	39	37	42	43	38	0-1	None	38	20	No	No	0-1
958	49	45	44	44	49	48	43	0-1	Associate	37	43	No	No	0-1
959	51	44	44	49	46	55	44	0-1	Bachelor	46	45	No	Yes	0-1
960	45	44	43	36	47	43	46	0-1	Bachelor	39	36	No	No	0-1
961	57	50	49	45	53	56	43	2-5	Associate	52	52	No	No	2-5
964	52	46	51	48	49	51	45	2-5	Bachelor	42	43	No	No	2-5
965	54	44	47	49	53	52	46	0-1	Bachelor	46	43	No	No	0-1
966	50	46	47	44	48	47	43	2-5	Associate	36	48	No	No	2-5
967	51	46	46	40	53	60	50	2-5	None	43	46	No	Yes	2-5
968	56	48	49	50	48	57	47	2-5	None	48	47	No	Yes	2-5
969	50	46	43	39	48	47	41	0-1	None	38	48	No	No	0-1
970	56	48	51	45	53	55	43	2-5	Bachelor	36	52	No	No	2-5
971	53	51	51	48	51	51	52	0-1	Bachelor	55	49	No	No	0-1
972	58	48	52	47	52	48	50	0-1	None	46	47	No	No	0-1
973	55	55	54	50	53	50	48	2-5	Associate	49	51	No	No	2-5
974	48	49	44	40	50	57	46	2-5	Doctorate	40	43	No	No	2-5
975	50	46	47	46	43	53	42	2-5	None	47	43	No	No	2-5
976	49	49	42	43	47	49	40	11+	Associate	44	40	No	No	11+
977	49	41	46	45	46	50	47	2-5	Associate	39	40	No	No	2-5
978	50	42	45	41	44	43	48	0-1	None	25	34	No	No	0-1
980	51	44	48	46	49	53	45	0-1	Bachelor	40	36	No	No	0-1
981	49	47	49	45	53	58	47	6-10	Bachelor	40	45	No	No	6-10
982	53	44	46	44	46	47	46	0-1	Bachelor	40	44	No	No	0-1
983	56	47	51	46	46	47	47	0-1	Bachelor	49	43	No	Yes	0-1
984	56	44	46	47	43	56	36	6-10	None	41	43	Yes	Yes	6-10
985	53	44	46	46	48	47	46	0-1	Bachelor	49	43	No	Yes	0-1
986	47	42	41	44	42	53	41	6-10	None	48	34	No	No	6-10
987	52	50	46	43	50	49	44	0-1	Associate	38	39	No	No	0-1
988	54	42	50	47	46	51	46	2-5	Bachelor	40	40	No	No	2-5
989	49	41	46	49	49	60	42	11+	None	42	35	No	No	11+
